TRADEDATE,SECID,NUMTRADES,VALUE,OPEN,LOW,HIGH,LEGALCLOSEPRICE,WAPRICE,CLOSE,VOLUME,TRADINGSESSION,TRENDCLSPR,ADJ_CLOSE
2014-04-22,TATN,5931,208583154.1,209.04,207.05,210.17,209.36,208.66,209.36,999650,3,0.0,127.06696677144993
2014-04-23,TATN,7683,361853483.4,208.22,207.5,210.94,209.75,208.85,209.75,1732630,3,0.0,127.30366966140438
2014-04-24,TATN,8909,374123960.7,209.74,205.75,210.74,208.51,208.23,208.51,1796690,3,0.0,126.5510758574466
2014-04-25,TATN,7712,262920667.1,206.62,204.11,207.4,205.78,205.85,205.78,1277250,3,0.0,124.8941556277654
2014-04-28,TATN,9106,358467846.4,202.5,201.21,209.69,207.33,206.3,207.33,1737640,3,0.0,125.83489788271262
2014-04-29,TATN,9714,386104822.2,209.04,206.51,211.7,206.89,209.35,206.89,1844280,3,0.0,125.567848468405
2014-04-30,TATN,9999,433788890.6,207.03,202.1,207.97,203.39,204.01,203.39,2126320,3,0.0,123.4435917636855
2014-05-02,TATN,5995,287165937.3,204.22,200.02,204.22,201.93,201.46,201.93,1425450,3,0.0,122.55747325257396
2014-05-05,TATN,3260,108600850.9,200.65,200.28,203.39,202.0,201.46,202.0,539060,3,0.0,122.59995838666835
2014-05-06,TATN,5951,223661092.1,202.03,201.55,205.94,204.68,204.21,204.68,1095260,3,0.0,124.22653209199642
2014-05-07,TATN,10761,417686825.9,205.5,203.83,214.48,210.34,209.44,210.34,1994300,3,0.0,127.66175864877138
2014-05-08,TATN,9241,354688714.0,210.97,208.32,213.32,209.58,210.52,209.58,1684810,3,0.0,127.20049147860372
2014-05-12,TATN,7043,236480754.6,210.98,209.0,212.38,210.87,210.97,210.87,1120910,3,0.0,127.98343180691462
2014-05-13,TATN,5203,205852250.8,220.2,208.74,220.2,209.88,211.51,209.88,973230,3,0.0,127.38257062472253
2014-05-14,TATN,6499,270248765.0,210.99,208.18,213.91,213.91,211.5,213.91,1277780,3,0.0,129.82850048758527
2014-05-15,TATN,8103,340325367.0,213.7,208.13,214.47,209.18,212.38,209.18,1602470,3,0.0,126.95771928377864
2014-05-16,TATN,7406,318423632.0,208.62,208.1,210.41,209.0,208.84,209.0,1524760,3,0.0,126.84847179610735
2014-05-19,TATN,10676,446150839.7,209.89,209.49,215.0,213.51,213.05,213.51,2094150,3,0.0,129.5857282927602
2014-05-20,TATN,11485,541753124.8,214.0,213.53,218.33,218.0,216.8,218.0,2498840,3,0.0,132.31084617967178
2014-05-21,TATN,10921,526802161.6,218.72,216.52,221.32,221.32,218.76,221.32,2408170,3,0.0,134.32585539672
2014-05-22,TATN,5710,264004966.3,221.45,218.16,222.75,221.0,220.07,221.0,1199650,3,0.0,134.1316376408599
2014-05-23,TATN,8037,339310997.1,226.38,217.3,226.38,217.94,218.68,217.94,1551630,3,0.0,132.274430350448
2014-05-26,TATN,3365,125996506.8,218.63,217.73,220.23,219.22,219.25,219.22,574680,3,0.0,133.0513013738883
2014-05-27,TATN,13334,545014774.5,218.34,210.27,218.57,210.79,212.73,210.79,2562010,3,0.0,127.9348773679496
2014-05-28,TATN,9332,296666557.0,211.74,208.8,212.12,210.97,210.28,210.97,1410850,3,0.0,128.04412485562088
2014-05-29,TATN,5807,208348722.3,211.2,210.02,213.15,210.2,211.14,210.2,986800,3,0.0,127.5767883805826
2014-05-30,TATN,11158,659271651.2,210.59,202.1,212.3,202.1,207.9,202.1,3171040,3,0.0,122.66065143537462
2014-06-02,TATN,9779,393475461.5,204.95,204.23,211.95,208.6,208.67,208.6,1885610,3,0.0,126.60569960128225
2014-06-03,TATN,7591,272664616.9,205.4,205.4,210.74,210.6,208.78,210.6,1306020,3,0.0,127.81956057540769
2014-06-04,TATN,3916,169169563.8,211.0,209.8,211.81,210.47,210.78,210.47,802570,3,0.0,127.74065961208953
2014-06-05,TATN,8136,298340863.2,212.04,208.02,214.0,208.79,210.97,208.79,1414170,3,0.0,126.72101639382417
2014-06-06,TATN,8433,344388875.4,210.47,207.01,210.71,209.55,208.78,209.55,1649520,3,0.0,127.18228356399185
2014-06-09,TATN,4618,194645006.5,209.54,207.03,210.53,207.63,208.78,207.63,932300,3,-0.92,126.01697702883142
2014-06-10,TATN,7474,328461487.6,207.8,206.4,211.0,211.0,209.46,211.0,1568150,3,1.62,128.06233277023279
2014-06-11,TATN,9334,399072561.9,210.97,209.98,213.0,213.0,211.64,213.0,1885640,3,0.9500000000000001,129.2761937443582
2014-06-16,TATN,19571,1210697836.1,213.41,210.97,220.0,219.25,218.18,219.25,5549020,3,2.93,133.06950928850017
2014-06-17,TATN,7227,411879034.5,219.8,218.86,222.83,222.77,221.48,222.77,1859660,3,1.6099999999999999,135.20590460296094
2014-06-18,TATN,9142,655533587.6,222.82,222.14,225.8,224.7,224.41,224.7,2921080,3,0.87,136.37728044299195
2014-06-19,TATN,6608,367631078.9,225.84,223.62,226.48,224.64,225.09,224.64,1633260,3,-0.03,136.3408646137682
2014-06-20,TATN,6418,332414244.5,225.67,221.68,225.67,223.63,223.7,223.63,1485990,3,-0.45,135.72786482183486
2014-06-23,TATN,5770,323452337.4,224.1,223.22,226.4,225.95,225.2,225.95,1436270,3,1.04,137.13594355182036
2014-06-24,TATN,8353,398936757.0,226.05,225.9,230.94,229.82,228.96,229.82,1742410,3,1.71,139.48476453675306
2014-06-25,TATN,6887,316953176.1,229.75,223.6,229.9,224.92,226.16,224.92,1401460,3,-2.13,136.51080515014576
2014-06-26,TATN,8221,342310235.6,225.36,219.12,225.75,221.14,222.12,221.14,1541090,3,-1.6800000000000002,134.2166079090487
2014-06-27,TATN,10313,447831629.0,219.35,218.15,222.48,222.48,219.62,222.48,2039080,3,0.61,135.02989476171274
2014-06-30,TATN,5221,265092804.9,222.1,218.32,222.1,221.88,219.88,221.88,1205640,3,-0.27,134.66573646947512
2014-07-01,TATN,4530,215879116.1,220.89,218.3,222.1,222.0,219.78,222.0,982260,3,0.05,134.73856812792263
2014-07-02,TATN,7195,324942628.1,221.47,221.41,228.45,228.45,226.3,228.45,1435920,3,2.91,138.65326976947713
2014-07-03,TATN,2861,154663099.4,228.26,225.62,228.26,226.56,227.19,226.56,680780,3,-0.8300000000000001,137.50617114892862
2014-07-04,TATN,6612,263436782.8,226.78,222.0,227.88,222.05,224.84,222.05,1171650,3,-1.99,134.76891465227578
2014-07-07,TATN,5956,293341999.2,223.45,222.57,229.24,229.2,227.1,229.2,1291670,3,3.22,139.10846763477417
2014-07-08,TATN,7573,320547694.1,228.01,228.01,232.84,230.5,230.22,230.5,1392380,3,0.5700000000000001,139.8974772679557
2014-07-09,TATN,6782,355394766.1,229.04,225.1,229.92,228.0,226.6,228.0,1568380,3,-1.08,138.38015105029893
2014-07-10,TATN,11166,469121478.8,224.86,223.1,228.88,225.91,225.57,225.91,2079700,3,-0.92,137.11166633233785
2014-07-11,TATN,5785,251805487.8,225.6,224.1,230.0,228.89,227.48,228.89,1106940,3,1.32,138.92031918378473
2014-07-14,TATN,8884,586938244.7,227.4,227.4,234.83,231.0,231.12,231.0,2539530,3,0.92,140.20094251148706
2014-07-15,TATN,8976,400364357.8,223.01,220.35,226.21,222.37,223.57,222.37,1790790,3,-3.74,134.96313240813583
2014-07-16,TATN,7277,342963565.7,221.37,220.5,224.0,224.0,221.8,224.0,1546250,3,0.73,135.95242910204806
2014-07-17,TATN,8840,496879457.8,222.27,217.77,223.87,219.88,220.07,219.88,2257790,3,-1.8399999999999999,133.45187549534967
2014-07-18,TATN,9975,466510015.3,215.7,214.57,219.13,216.96,217.02,216.96,2149630,3,-1.33,131.67963847312654
2014-07-21,TATN,9981,575894170.4,217.0,212.53,218.9,215.28,215.35,215.28,2674280,3,-0.77,130.6599952548612
2014-07-22,TATN,9699,403680156.2,215.25,215.25,222.46,220.2,220.24,220.2,1832880,3,2.29,133.64609325120975
2014-07-23,TATN,5600,220194795.0,220.66,218.0,222.0,220.72,219.83,220.72,1001670,3,0.24,133.96169710448237
2014-07-24,TATN,6757,263363766.9,219.93,219.11,224.9,224.9,222.69,224.9,1182670,3,1.8900000000000001,136.4986665404045
2014-07-25,TATN,9474,326599005.0,224.05,221.62,224.48,224.48,223.29,224.48,1462680,3,-0.19,136.24375573583816
2014-07-28,TATN,8098,368821150.9,223.02,217.2,224.62,217.2,220.28,217.2,1674350,3,-3.24,131.8253017900216
2014-07-29,TATN,6585,258979952.6,218.85,216.58,220.88,218.48,219.28,218.48,1181050,3,0.59,132.60217281346186
2014-07-30,TATN,9726,433574588.1,216.66,216.25,222.14,216.25,219.33,216.25,1976840,3,-1.02,131.24871782731202
